station_name,latitude,longitude,station_end_year,rollout_cluster
W 87 St  & Amsterdam Ave,40.78839,-73.9747,2017-01-01T00:00:00,5
W 14 St & The High Line,40.74195138,-74.00803013,2017-01-01T00:00:00,5
Broadway & W 39 St,40.75299641,-73.98721619,2017-01-01T00:00:00,5
JSQ Don't Use,0.0,0.0,2017-01-01T00:00:00,5
Bond St & Schermerhorn St,40.68807003,-73.98410637,2017-01-01T00:00:00,5
NYCBS Depot - FAR,40.751483,-73.996764,2017-01-01T00:00:00,5
Fulton St & Washington Ave,40.683048,-73.964915,2017-01-01T00:00:00,5
NYCBS Depot - STY,40.729193,-73.976655,2017-01-01T00:00:00,5
Gowanus Tech Station,40.669801930896163,-73.994904756546021,2017-01-01T00:00:00,5
Norman Ave & Leonard St - 2,40.7258483,-73.95064893,2017-01-01T00:00:00,5
"Industry City, Building 1 Basement",40.655949177839751,-74.008358716964722,2017-01-01T00:00:00,5
NYCBS Depot - STY - Valet Scan,0.0,0.0,2017-01-01T00:00:00,5
Norman Ave & Leonard St,40.725769967272143,-73.9507395029068,2017-01-01T00:00:00,5
W 37 St & Broadway,40.752270938374089,-73.987705707550049,2017-01-01T00:00:00,5
Bike The Branches - Central Branch,40.67280641227746,-73.968865871429443,2017-01-01T00:00:00,5
E 61 St & Park Ave,40.764210071690641,-73.969104588031769,2017-01-01T00:00:00,5
W 45 St & 6 Ave (1),40.7568001,-73.98291153,2017-01-01T00:00:00,5
Reed St & Van Brunt St,40.6747844,-74.01612847,2017-01-01T00:00:00,5
WS Don't Use,0.0,0.0,2017-01-01T00:00:00,5
Expansion Warehouse 333 Johnson Ave,40.707731483954696,-73.934522867202759,2017-01-01T00:00:00,5
India St & East River,40.73165141,-73.96161892,2017-01-01T00:00:00,5
NYCBS Depot - SSP,40.646768,-74.01651,2017-01-01T00:00:00,5
E 14 St & Avenue B,40.72938685,-73.97772429,2017-01-01T00:00:00,5
Greenwich St & Warren St,40.71542197,-74.01121978,2017-01-01T00:00:00,5
Kiosk in a box Motivate,40.646677898897863,-74.016303420066833,2017-01-01T00:00:00,5
Adventures NYC,40.773768670228741,-73.971169888973236,2017-01-01T00:00:00,5
Cooper Square & E 7 St,40.729236499100061,-73.990868031978607,2017-01-01T00:00:00,5
2 Ave  & E 104 St,40.7892105,-73.94370784,2017-01-01T00:00:00,5
Penn Station Valet - Valet Scan,40.7512836,-73.9969245,2017-01-01T00:00:00,5
S 5 Pl & S 4 St,40.710451,-73.960876,2017-01-01T00:00:00,5
Broadway & W 55 St,40.7652654,-73.98192338,2017-01-01T00:00:00,5
Prospect Park - 5 Year Anniversary Celebration,40.66065236872916,-73.9645904302597,2018-01-01T00:00:00,6
Van Dyke St & Van Brunt St,40.675816225228317,-74.01488184928894,2018-01-01T00:00:00,6
E 87 St & 3 Ave,40.779406085297872,-73.953335881233215,2018-01-01T00:00:00,6
E 5 St & 2 Ave,40.726869515282068,-73.989190310239792,2018-01-01T00:00:00,6
W 64 St & West End Ave,40.77452835,-73.98753759,2018-01-01T00:00:00,6
GOW Tech Shop,40.66979964220026,-73.994979858398438,2018-01-01T00:00:00,6
8D OPS 01,40.517975200388513,-74.0313720703125,2018-01-01T00:00:00,6
Montgomery St & Franklin Ave OLD,40.6661649,-73.9593484,2018-01-01T00:00:00,6
Bressler,40.646538367096483,-74.016587734222412,2018-01-01T00:00:00,6
NYCBS Depot - STY - Garage 4,40.7303801,-73.9747502,2018-01-01T00:00:00,6
N 8 St & Driggs Ave,40.71774592,-73.95600096,2018-01-01T00:00:00,6
Schermerhorn St & 3 Ave,40.686808205034318,-73.980361819267273,2018-01-01T00:00:00,6
Center Blvd & Borden Ave,40.74161,-73.96044,2018-01-01T00:00:00,6
E 3 St & 1 Ave,40.72467721,-73.98783413,2018-01-01T00:00:00,6
Warren St & Church St,40.71473993,-74.00910627,2018-01-01T00:00:00,6
Henry St & W 9 St [old],40.6763744,-74.00324957,2018-01-01T00:00:00,6
NYCBS Depot - RIS,40.725208,-73.974724,2018-01-01T00:00:00,6
N 11 St & Wythe Ave,40.72153267,-73.95782357,2018-01-01T00:00:00,6
Apache,40.669767091850026,-73.994743824005127,2018-01-01T00:00:00,6
8D QC Station 01,45.506364054011385,-73.5694634914398,2018-01-01T00:00:00,6
old - E 13 St & Avenue A,40.72955361,-73.98057249,2018-01-01T00:00:00,6
E 76 St & 3 Ave,40.772248537721744,-73.958421349525452,2018-01-01T00:00:00,6
32 St & 30 Ave,40.7664255270288,-73.920629024505615,2018-01-01T00:00:00,6
W 13 St & Hudson St,40.73997354103409,-74.005138725042343,2018-01-01T00:00:00,6
Henry St & W 9 St (OLD),40.67630357634183,-74.003140479326248,2018-01-01T00:00:00,6
W 45 St & 6 Ave (OLD),40.756687206031792,-73.982577323913574,2018-01-01T00:00:00,6
W 52 St & 9 Ave,40.76461837,-73.98789473,2018-01-01T00:00:00,6
Prototype Lab Motivate Headquarters,40.656595674820387,-74.008492827415466,2018-01-01T00:00:00,6
NYCBS Depot BAL - DYR,0.0,-73.993858695030212,2018-01-01T00:00:00,6
Smart Cities Conference,40.710154710949119,-73.984535336494432,2018-01-01T00:00:00,6
York St & Jay St,40.7014851,-73.98656928,2018-01-01T00:00:00,6
Cliff St & Fulton St_1,40.70823502,-74.00530063,2018-01-01T00:00:00,6
E 80 St & 2 Ave,40.773913902381182,-73.9543953537941,2018-01-01T00:00:00,6
W 13 St & 5 Ave -moved to 5947.04,40.73543934,-73.99453948,2018-01-01T00:00:00,6
W 104 St & Amsterdam Ave - 1,40.7989937,-73.9662173778,2018-01-01T00:00:00,6
2 Ave & E 55 St,40.757920208794026,-73.966382145881653,2018-01-01T00:00:00,6
E 41 St & 5 Ave,40.752722013811884,-73.981236219406128,2018-01-01T00:00:00,6
E 12 St & Avenue B,40.728048571362606,-73.978811502456665,2018-01-01T00:00:00,6
NYCBS Depot - PIT,40.716909780459652,-73.983837962150574,2018-01-01T00:00:00,6
W 13 St & 6 Ave,40.73649403,-73.99704374,2018-01-01T00:00:00,6
Sands St & Navy St,40.699773,-73.979927,2018-01-01T00:00:00,6
28 St & 40 Ave,40.7525758,-73.9364281,2018-01-01T00:00:00,6
8D Mobile 01,45.505850638767228,-73.569109439849854,2018-01-01T00:00:00,6
E 71 St & 1 Ave,40.76703432309872,-73.95622730255127,2018-01-01T00:00:00,6
E 98 St & Lexington Ave,40.787285198609517,-73.950122594833374,2018-01-01T00:00:00,6
E 33 St & 2 Ave,40.744023,-73.976056,2018-01-01T00:00:00,6
E 84 St & 3 Ave,40.777553742988871,-73.955127596855164,2019-01-01T00:00:00,7
Crown St & Bedford Ave,40.666563,-73.956741,2019-01-01T00:00:00,7
W 45 St & 6 Ave -,40.756687206031792,-73.982577323913574,2019-01-01T00:00:00,7
4 Ave & 2 St,40.674613422475815,-73.985011428594589,2019-01-01T00:00:00,7
W 12 St & W 4 St,40.737561211811368,-74.003982692956924,2019-01-01T00:00:00,7
Gold St & Frankfort St,40.710699946313873,-74.003541469573975,2019-01-01T00:00:00,7
Division Av & Hooper St,40.706842031013252,-73.9544353965357,2019-01-01T00:00:00,7
Broadway & W 32 St,40.74854862,-73.98808416,2019-01-01T00:00:00,7
27 Ave & 4 St,40.7747175,-73.9337894,2019-01-01T00:00:00,7
3 Ave & E 95 St,40.784596798848924,-73.949685394763947,2019-01-01T00:00:00,7
Henry St & Poplar St,40.700469,-73.991454,2019-01-01T00:00:00,7
S Portland Ave & Atlantic Ave,40.683222541615947,-73.9738118648529,2019-01-01T00:00:00,7
Handlebar @ Gowanus,40.66979964220026,-73.994979858398438,2019-01-01T00:00:00,7
Lafayette St & Jersey St S,40.724305272503322,-73.996009826660156,2019-01-01T00:00:00,7
,40.839,-73.923,2019-01-01T00:00:00,7
E 35 St & 3 Ave,40.746524,-73.977885,2019-01-01T00:00:00,7
W 78 St & Broadway,40.78339981,-73.98093133,2019-01-01T00:00:00,7
2 Ave & 9 St,40.6724811,-73.99331394,2019-01-01T00:00:00,7
W 16 St & 8 Ave,40.741021509002657,-74.001384973526,2019-01-01T00:00:00,7
2 Ave & 36 St - Citi Bike HQ at Industry City,40.657088666684849,-74.008702039718628,2019-01-01T00:00:00,7
E 52 St & 2 Ave,40.756014,-73.967416,2019-01-01T00:00:00,7
NYCBS Depot - GOW,40.669060135011073,-73.994636535644531,2019-01-01T00:00:00,7
6 Ave & Spring St,40.7252556952547,-74.004120826721191,2019-01-01T00:00:00,7
E 58 St & 1 Ave,40.75892386377695,-73.962262272834778,2019-01-01T00:00:00,7
Lexington Ave & E 63 St,40.76440023,-73.96648977,2019-01-01T00:00:00,7
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2019-01-01T00:00:00,7
Eckford St & Engert Ave,40.721462562298157,-73.948009014129639,2019-01-01T00:00:00,7
31 St & 35 Ave,40.758204646967577,-73.928321599960327,2019-01-01T00:00:00,7
W 43 St & 6 Ave,40.75527307,-73.98316936,2019-01-01T00:00:00,7
Cliff St & Fulton St (Old),40.708317943663957,-74.005040824413285,2019-01-01T00:00:00,7
W 17 St & 9 Ave,40.742948916600909,-74.004136919975281,2019-01-01T00:00:00,7
E 55 St & Lexington Ave,40.75968085,-73.97031366,2019-01-01T00:00:00,7
Fulton St & Grand Ave,40.68223166,-73.9614583,2019-01-01T00:00:00,7
Frost St & Meeker St,40.71764,-73.94882,2019-01-01T00:00:00,7
58th St Depot,40.716909780459652,-73.983837962150574,2019-01-01T00:00:00,7
W 88 St & West End Ave,40.790254173304191,-73.977183401584611,2019-01-01T00:00:00,7
E 11 St & Broadway,40.73261787,-73.99158043,2019-01-01T00:00:00,7
Sterling Pl & 7 Ave,40.677164894690591,-73.973827958107,2019-01-01T00:00:00,7
E 80 St & Park Ave,40.776173,-73.959757,2019-01-01T00:00:00,7
E 71 St & 2 Ave,40.768175467422452,-73.959102630615234,2019-01-01T00:00:00,7
DeKalb Ave & Skillman St,40.6906495,-73.95643107,2019-01-01T00:00:00,7
39 St & 2 Ave - Citi Bike HQ at Industry City,40.655399774478312,-74.010627865791321,2019-01-01T00:00:00,7
E 55 St & 3 Ave,40.758996559605123,-73.968653976917267,2019-01-01T00:00:00,7
NYCBS DEPOT - DELANCEY,40.716444231344788,-73.9823305606842,2019-01-01T00:00:00,7
28 St & 38 Ave,40.754876,-73.934326,2019-01-01T00:00:00,7
W 39 St & 9 Ave,40.75645824,-73.99372222,2019-01-01T00:00:00,7
W Broadway & Spring Street,40.724946723594158,-74.00165855884552,2019-01-01T00:00:00,7
Cadman Plaza West & Montague St,40.69383,-73.990539,2019-01-01T00:00:00,7
W 27 St & 10 Ave,40.750181563256831,-74.002184271812439,2019-01-01T00:00:00,7
Pearl St & Anchorage Pl,40.70281858,-73.98765762,2019-01-01T00:00:00,7
Cadman Plaza E & Johnson St,40.695,-73.990157246589661,2020-01-01T00:00:00,8
Franklin Ave & Empire Blvd,40.66314,-73.9605695,2020-01-01T00:00:00,8
Battery Pl & Greenwich St,40.70463,-74.01507,2020-01-01T00:00:00,8
Wyckoff St & Bond St,40.68461653897949,-73.987212851643562,2020-01-01T00:00:00,8
Lexington Ave & E 26 St [temporarily removed],40.741459,-73.983293,2020-01-01T00:00:00,8
W 45 St & 6 Ave,40.756687206031792,-73.98291153,2020-01-01T00:00:00,8
Avenue D & E 12 St,40.72580614,-73.97422494,2020-01-01T00:00:00,8
Central Park West & W 102 St,40.795346,-73.96186,2020-01-01T00:00:00,8
24 St & 41 Ave (original),40.7527085,-73.9397405,2020-01-01T00:00:00,8
Propsect Ave & E 151 St,40.814232,-73.903927,2020-01-01T00:00:00,8
Central Park W & W 96 St,40.791,-73.965,2020-01-01T00:00:00,8
W 20 St & 11 Ave,40.746,-74.007756,2020-01-01T00:00:00,8
Amsterdam Ave & W 79 St,40.782,-73.98,2020-01-01T00:00:00,8
E 39 St & 3 Ave,40.7489006,-73.977,2020-01-01T00:00:00,8
E 39 St & 2 Ave,40.74780373,-73.974,2020-01-01T00:00:00,8
Soissons Landing,40.69231660719192,-74.016398,2020-01-01T00:00:00,8
Central Park West & W 100 St,40.793393,-73.9635556,2020-01-01T00:00:00,8
W 38 St & 8 Ave,40.75466591,-73.992,2020-01-01T00:00:00,8
W 31 St & 7 Ave [temporarily removed],40.749156,-73.9916,2020-01-01T00:00:00,8
Old Slip & Front St,40.7037992,-74.00838676,2020-01-01T00:00:00,8
11 St & 35 Ave,40.7627442,-73.9391141,2020-01-01T00:00:00,8
5 St & Market St,40.6999974843885,-73.974401280283928,2020-01-01T00:00:00,8
W Broadway & Spring St [temporarily removed],40.724946723594158,-74.00165855884552,2020-01-01T00:00:00,8
1 Ave & E 18 St [temporarily removed],40.733812191966322,-73.980544209480286,2020-01-01T00:00:00,8
Willoughby Ave & Myrtle Ave [temporarily removed],40.69757,-73.93098,2020-01-01T00:00:00,8
W 52 St & 5 Ave,40.75992262,-73.97648516,2020-01-01T00:00:00,8
10 Hudson Yards,40.752957,-74.00264,2020-01-01T00:00:00,8
Central Park West & W 82 St,40.782593,-73.971211,2020-01-01T00:00:00,8
E 12 St & 4 Av,40.73269,-73.98974,2020-01-01T00:00:00,8
Yankee Ferry Terminal,40.686931,-74.016966,2020-01-01T00:00:00,8
South End Ave & Liberty St,40.711512,-74.015756,2020-01-01T00:00:00,8
Grant Ave & E 164 St,40.828847,-73.91769,2020-01-01T00:00:00,8
Division St & Bowery (old),40.71413089,-73.9970468,2020-01-01T00:00:00,8
1 Ave & E 16 St [temporarily removed],40.73221853,-73.98165557,2020-01-01T00:00:00,8
Central Park West & W 85 St (old),40.78472675,-73.96961715,2020-01-01T00:00:00,8
Picnic Point,40.685125595154148,-74.025353193283081,2020-01-01T00:00:00,8
Avenue D & E 8 St (home location),40.72368361,-73.97574813,2020-01-01T00:00:00,8
W 59 St & West End Ave,40.771771,-73.990625,2020-01-01T00:00:00,8
LaGuardia Pl & W 3 St [temporarily removed],40.72917025,-73.99810231,2020-01-01T00:00:00,8
31 Ave & Steinway St (temp),40.761293897289086,-73.916916847229,2020-01-01T00:00:00,8
W 50 St & 10 Ave,40.764734200065192,-73.991943597793579,2020-01-01T00:00:00,8
Lexington Ave & E 29 St [temporarily removed],40.743115553764859,-73.982153534889221,2020-01-01T00:00:00,8
E 24 St & Park Ave S,40.74,-73.98602213,2020-01-01T00:00:00,8
Fulton St & Rockwell Pl,40.687979,-73.979458,2020-01-01T00:00:00,8
3 Ave & E 174 St,40.84224,-73.8985,2020-01-01T00:00:00,8
5 Ave & E 73 St,40.77282817,-73.968,2020-01-01T00:00:00,8
MTL-AOS-5.1,40.7903,-73.9597,2020-01-01T00:00:00,8
Liberty St & Broadway,40.70905623,-74.01043382,2020-01-01T00:00:00,8
Marcus Garvey Blvd & Macon St    [temporarily removed],40.682601,-73.938037,2020-01-01T00:00:00,8
E 10 St & 5 Ave,40.73331967,-73.99510132,2020-01-01T00:00:00,8
Greenpoint Ave & Manhattan Ave [temporarily removed],40.73026,-73.95394,2020-01-01T00:00:00,8
OLD Southern Blvd & E 142 St,40.807258,-73.907999,2020-01-01T00:00:00,8
E 170 St & Webster Ave_old,40.836103,-73.907199,2020-01-01T00:00:00,8
Peck Slip & Front St,40.707873,-74.00167,2020-01-01T00:00:00,8
Wall St & South St,40.70437,-74.00637,2020-01-01T00:00:00,8
34 St & 35 Ave,40.7569332,-73.9262231,2021-01-01T00:00:00,9
Franklin Ave & E 169 St,40.83171,-73.90208,2021-01-01T00:00:00,9
18 St & 27 Ave,40.772768286288304,-73.927436470985413,2021-01-01T00:00:00,9
Fulton Ave & E 172 St,40.839229,-73.899047,2021-01-01T00:00:00,9
E 54 St & 1 Ave,40.756265,-73.964179,2021-01-01T00:00:00,9
E 149 St & Park Ave,40.818154,-73.925294,2021-01-01T00:00:00,9
Edgecombe Ave & W 150 St,40.826881,-73.941427,2021-01-01T00:00:00,9
43 St & 37 Ave,40.750181,-73.919998,2021-01-01T00:00:00,9
Myrtle Ave & St Edwards St,40.692,-73.97703874,2021-01-01T00:00:00,9
31 St & Hoyt Ave N,40.7711528,-73.9170074,2021-01-01T00:00:00,9
Grand St & Havemeyer St,40.71286844,-73.95698119,2021-01-01T00:00:00,9
6 Ave & 12 St,40.6663181,-73.9854617,2021-01-01T00:00:00,9
47 Ave & Skillman Ave,40.7437524099784,-73.941764831542969,2021-01-01T00:00:00,9
E 161 St & Park Ave,40.824811,-73.916407,2021-01-01T00:00:00,9
W Broadway & Spring St,40.72490985,-74.00165855884552,2021-01-01T00:00:00,9
E 47 St & 2 Ave,40.75323098,-73.97032517,2021-01-01T00:00:00,9
St Johns Pl & Washington Ave,40.6737236,-73.9631611,2021-01-01T00:00:00,9
Columbia St & Rivington St,40.71739973,-73.98016555,2021-01-01T00:00:00,9
E 51 St & 1 Ave,40.75455731,-73.96592976,2021-01-01T00:00:00,9
Little West St & 1 Pl,40.70569254,-74.01677685,2021-01-01T00:00:00,9
Driggs Ave & Lorimer St,40.72179134,-73.9504154,2021-01-01T00:00:00,9
W 47 St & 6 Ave,40.758397,-73.98255,2021-01-01T00:00:00,9
Douglass St & 4 Ave,40.6792788,-73.98154004,2021-01-01T00:00:00,9
Pioneer St & Van Brunt St,40.679043,-74.011169,2021-01-01T00:00:00,9
W 30 St & 10 Ave,40.752694,-74.002353,2021-01-01T00:00:00,9
Willoughby St & Fleet St,40.69196566,-73.9813018,2021-01-01T00:00:00,9
Crescent St & Broadway,40.7633589,-73.9286471,2021-01-01T00:00:00,9
Bond St & Fulton St,40.689621887903328,-73.983042687177658,2021-01-01T00:00:00,9
E 39 St & Lexington Ave,40.7494985460252,-73.977292031131583,2021-01-01T00:00:00,9
Warren St & Court St,40.686371,-73.99383324,2021-01-01T00:00:00,9
E 67 St & Park Ave,40.767,-73.965920805931091,2021-01-01T00:00:00,9
Kingston Ave & Herkimer St,40.67890679,-73.94142771,2021-01-01T00:00:00,9
Plaza Dr & W 170 St,40.840484,-73.917946,2021-01-01T00:00:00,9
Pershing Square South,40.751581,-73.97791,2021-01-01T00:00:00,9
Carlton Ave & Park Ave,40.69580705,-73.97355569,2021-01-01T00:00:00,9
Pearl St & Hanover Square,40.7047177,-74.00926027,2021-01-01T00:00:00,9
W 49 St & 8 Ave,40.761,-73.989,2021-01-01T00:00:00,9
E 89 St & York Ave,40.7779453,-73.947,2021-01-01T00:00:00,9
Leonard St & Boerum St,40.70583339,-73.947,2021-01-01T00:00:00,9
Suydam St & Knickerbocker Ave,40.702013,-73.923769,2021-01-01T00:00:00,9
1 Ave & E 39 St,40.74714,-73.97113,2021-01-01T00:00:00,9
Old Broadway & W 133 St,40.818212,-73.955277,2021-01-01T00:00:00,9
34 Ave & 21 St,40.7628138,-73.9342862,2021-01-01T00:00:00,9
Steinway St & Broadway,40.759057954185863,-73.918975442647934,2021-01-01T00:00:00,9
Linden St & Knickerbocker Ave,40.69714,-73.91566,2021-01-01T00:00:00,9
Walton Ave & E 171 St,40.840683,-73.915073,2021-01-01T00:00:00,9
1 Ave & E 44 St,40.75001986,-73.96905301,2021-01-01T00:00:00,9
1 Ave & E 78 St,40.77,-73.9535166,2021-01-01T00:00:00,9
Broadway & W 51 St,40.761,-73.98336183,2021-01-01T00:00:00,9
Brook Ave & E 138 St,40.807408,-73.91924,2021-01-01T00:00:00,9
Wales Ave & E 147 St,40.811314,-73.907729,2021-01-01T00:00:00,9
E 174 St & Longfellow Ave,40.836274,-73.884308,2021-01-01T00:00:00,9
Faile St & Garrison Ave,40.820578,-73.888271,2021-01-01T00:00:00,9
E 30 St & Park Ave S,40.743,-73.98303529,2021-01-01T00:00:00,9
Columbia St & W 9 St,40.6769993,-74.00647134,2021-01-01T00:00:00,9
Front St & Maiden Ln,40.70530954,-74.00612572,2021-01-01T00:00:00,9
W 82 St & Central Park West,40.78275,-73.97137,2021-01-01T00:00:00,9
Suydam St & Broadway,40.69544,-73.93223,2021-01-01T00:00:00,9
Cabrini Blvd & W 177 St,40.848282,-73.941343,2021-01-01T00:00:00,9
Van Buren St & Broadway,40.692,-73.92617,2021-01-01T00:00:00,9
Goble Pl & Macombs Rd,40.844075,-73.917256,2021-01-01T00:00:00,9
E 20 St & 2 Ave,40.73587678,-73.983,2021-01-01T00:00:00,9
21 St & 38 Ave,40.7576314,-73.9391224,2021-01-01T00:00:00,9
Flushing Ave & Woodward Ave,40.71246,-73.92,2021-01-01T00:00:00,9
E 13 St & Avenue A,40.72955361,-73.980679661035538,2021-01-01T00:00:00,9
Schermerhorn St & Court St,40.691029256779679,-73.992,2021-01-01T00:00:00,9
Smith St & 9 St,40.6746957,-73.99785768,2021-01-01T00:00:00,9
E 33 St & 1 Ave,40.743,-73.974497839808464,2021-01-01T00:00:00,9
Myrtle Ave & Linden St,40.69943,-73.91337,2021-01-01T00:00:00,9
Willoughby Ave & Onderdonk Ave,40.7098,-73.91727,2021-01-01T00:00:00,9
Avenue D & E 3 St,40.72082834,-73.97793172,2021-01-01T00:00:00,9
W 48 St & Rockefeller Plaza,40.757936462436739,-73.979602754116058,2021-01-01T00:00:00,9
46 Ave & 5 St,40.74731,-73.95451,2021-01-01T00:00:00,9
Eldert St & Bushwick Ave,40.686,-73.914,2021-01-01T00:00:00,9
Grant Ave & E 169 St,40.83579,-73.913741,2021-01-01T00:00:00,9
45 Rd & 11 St,40.746,-73.95,2021-01-01T00:00:00,9
