BoroName,the_geom,BoroCode,OBJECTID,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SHELTER_ID,LOCATION,AT_BETWEEN,LONGITUDE,LATITUDE,FEMAFldz,FEMAFldT,HrcEvac
Brooklyn,POINT (-73.94135957373634 40.677416748708985),3,64,308,36,56,25,8,BR02055,KINGSTON AV,PACIFIC ST,-73.941361,40.677425,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.97865856117056 40.6879387471139),3,65,302,35,57,25,8,BR02056,FULTON ST,@ ASHLAND PLACE,-73.97866,40.687947,X,AREA OF MINIMAL FLOOD HAZARD,
Queens,POINT (-73.86605459795693 40.683092744915655),4,66,409,32,38,12,7,BR02059,Atlantic Av,ELDERT LANE,-73.866056,40.683101,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.86609159862047 40.67858974500943),3,67,305,37,54,19,8,BR02060,GRANT AV,LIBERTY AV,-73.866093,40.678598,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.87216959614199 40.68335874456446),3,68,305,37,54,18,7,BR02061,CRESCENT ST,FULTON ST,-73.872171,40.683367,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93585857536944 40.687976746163244),3,69,303,36,56,25,8,BR02064,GATES AV,LEWIS AV,-73.93586,40.687985,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93741457455563 40.693040744919685),3,70,303,36,54,18,8,BR02066,DEKALB AV,LEWIS AV,-73.937416,40.693049,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98339855960951 40.69988574574052),3,71,302,35,57,25,8,BR02068,SANDS ST,GOLD ST,-73.9834,40.699894,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96365056607272 40.690019746665165),3,72,302,35,57,25,8,BR02069,DEKALB AV,RYERSON ST,-73.963652,40.690028,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94640157211388 40.695408745004336),3,73,303,36,56,18,8,BR02070,TOMPKINS AV,MYRTLE AV,-73.946403,40.695417,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.97325756425784 40.67783574921941),3,74,306,39,52,20,9,BR02071,7 AV,FLATBUSH AV,-73.973259,40.677844,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96035357204511 40.618040760618875),3,75,314,44,48,17,9,BR02073,AV M,E 15 ST,-73.960355,40.618049,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.97271856307431 40.69330274625572),3,76,302,35,50,25,8,BR02074,MYRTLE AV,CARLTON AV,-73.97272,40.693311,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.935887576037 40.67538574843341),3,77,308,36,56,25,9,BR02076,BERGEN ST,TROY AV,-73.935889,40.675394,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.91407158478883 40.656680751517925),3,78,317,42,58,20,9,BR02077,CHURCH AV,E 98 ST,-73.914073,40.656689,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.95097657324462 40.638510756408344),3,79,317,45,42,21,9,BR02078,FOSTER AV,ROGERS AV,-73.950978,40.638519,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.92371858117974 40.65630175158465),3,80,317,41,58,20,9,BR02079,REMSEN AV,LENOX RD,-73.92372,40.65631,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.90876958524474 40.6623067503955),3,81,316,42,55,19,9,BR02080,ROCKAWAY AV,LIVONIA AV,-73.908771,40.662315,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.91732658297182 40.66839974899284),3,82,316,41,55,20,9,BR02081,SARATOGA AV,PITKIN AV,-73.917328,40.668408,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.90357758585971 40.677798746432245),3,83,316,37,55,18,8,BR02082,FULTON ST,VAN SINDEREN AV,-73.903579,40.677807,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.91705858247406 40.671331748246764),3,84,316,41,55,25,9,BR02083,SARATOGA AV @ PARK PLACE,@ PARK PLACE,-73.91706,40.67134,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.91372958378754 40.67518574788208),3,85,316,41,55,25,8,BR02084,Thomas Boyland St,DEAN ST,-73.913731,40.675194,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.90718158658727 40.65614775146169),3,86,316,42,60,19,8,BR02085,ROCKAWAY AV,HEGEMAN AV,-73.907183,40.656156,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.9027525869741 40.665314748882224),3,87,316,42,55,19,8,BR02086,POWELL ST,DUMONT AV,-73.902754,40.665323,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.89183959070404 40.66993774833951),3,88,305,42,60,19,8,BR02087,SUTTER AV,BRADFORD ST,-73.891841,40.669946,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.8813795940497 40.67148074723427),3,89,305,42,60,18,8,BR02088,SUTTER AV,ESSEX ST,-73.881381,40.671489,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.86961659769315 40.673044746679516),3,90,305,42,60,19,8,BR02089,SUTTER AV,CRESCENT ST,-73.869618,40.673053,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.96485856979635 40.62486775906698),3,91,314,44,48,17,9,BR02090,AV J,CONEY ISLAND AV,-73.96486,40.624876,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.99296856012475 40.63431675872588),3,92,312,44,48,17,10,BR02092,13 AV,50 ST,-73.99297,40.634325,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94614056938404 40.73161873741437),3,93,301,33,50,18,12,BR02093,GREENPOINT AV,HUMBOLDT ST,-73.946142,40.731627,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
Brooklyn,POINT (-73.95419256678268 40.730436738592665),3,94,301,33,50,18,12,BR02094,MANHATTAN AV,GREENPOINT AV,-73.954194,40.730445,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.94014657213629 40.71596974107119),3,95,301,34,53,18,12,BR02095,KINGSLAND AV,SKILLMAN AV,-73.940148,40.715978,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.88344859317678 40.666101748059276),3,96,305,42,60,19,8,BR02097,NEW LOTS AV BETWEEN ASHFORD ST & WARWICK S,BETWEEN ASHFORD ST & WARWICK S,-73.88345,40.66611,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.93524957591454 40.67967774744974),3,97,303,36,56,25,8,BR02098,FULTON ST,LEWIS AV,-73.935251,40.679686,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98260355975333 40.69826774557605),3,98,302,35,57,25,8,BR02102,NASSAU ST,GOLD ST,-73.982605,40.698276,X,AREA OF MINIMAL FLOOD HAZARD,2
Brooklyn,POINT (-73.97940756103634 40.693414746611914),3,99,302,35,57,25,8,BR02103,MYRTLE AV,ASHLAND PL,-73.979409,40.693423,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.97199156636135 40.649768754846505),3,100,307,39,44,21,9,BR02104,Coney Island Av,CATON  PL,-73.971993,40.649777,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.98321755956403 40.69967474570875),3,101,302,33,57,25,8,BR02105,SANDS ST,GOLD ST,-73.983219,40.699683,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96461156587043 40.703420744320375),3,102,301,33,50,18,7,BR02106,WYTHE AV,ROSS ST,-73.964613,40.703429,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-74.00280455422907 40.684592748729514),3,103,306,39,51,26,7,BR02107,COLUMBIA ST,UNION ST,-74.002806,40.684601,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.93036757665301 40.68898974554661),3,104,303,36,56,25,8,BR02108,MALCOLM X BLVD,QUINCY ST,-73.930369,40.688998,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.99041255774513 40.69334274644963),3,105,302,33,52,25,7,BR02111,COURT ST,MONTAGUE ST,-73.990414,40.693351,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.99033855803297 40.69349274679047),3,106,302,33,52,25,7,BR02112,COURT ST,MONTAGUE ST,-73.99034,40.693501,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.94408857120467 40.713260741412114),3,107,301,34,53,18,12,BR02113,GRAHAM AV,AINSLIE ST,-73.94409,40.713269,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.91167458277687 40.700164742490934),3,108,304,37,53,18,7,BR02115,GATES AV,WYCKOFF AV,-73.911676,40.700173,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.99046456340353 40.58880876752819),3,109,313,43,47,23,11,BR02116,CROPSEY AV,BAY 44 ST,-73.990466,40.588817,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
Brooklyn,POINT (-74.00790355326791 40.67474775148182),3,110,306,38,51,25,7,BR02118,LORRAINE ST,COLUMBIA ST,-74.007905,40.674756,AE,,1
Brooklyn,POINT (-73.93256857632184 40.683847746867066),3,111,303,36,56,25,8,BR02119,HALSEY ST,STUYVESANT AV,-73.93257,40.683856,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.87834959681759 40.64302875254759),3,112,305,42,60,19,8,BR02120,SEAVIEW AV,Pennsylvania Av,-73.878351,40.643037,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.89318859100732 40.6621457496323),3,113,305,42,60,19,8,BR02121,Pennsylvania Av,NEW LOTS AV,-73.89319,40.662154,X,AREA OF MINIMAL FLOOD HAZARD,5
Brooklyn,POINT (-73.89593258878058 40.67161474802386),3,114,305,42,55,19,8,BR02122,Pennsylvania Av,PITKIN AV,-73.895934,40.671623,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.88689459192699 40.68323974520572),3,115,305,37,54,18,7,BR02123,JAMAICA AV,CLEVELAND ST,-73.886896,40.683248,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-74.00318156057394 40.577109770528786),3,116,313,47,46,23,8,BR02124,37 ST,NEPTUNE AV,-74.003183,40.577118,AE,,1
Brooklyn,POINT (-73.95566557230246 40.64067575614971),3,117,314,45,42,21,9,BR02125,FLATBUSH AV,AV D,-73.955667,40.640684,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.96643956930917 40.63234875766797),3,118,314,45,44,17,9,BR02126,FOSTER AV,CONEY ISLAND AV,-73.966441,40.632357,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93947157598816 40.65636475222809),3,119,309,41,43,20,9,BR02127,ALBANY AV,CLARKSON AV,-73.939473,40.656373,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.93975357631547 40.65754375180113),3,120,309,40,43,20,9,BR02128,ALBANY AV,WINTHROP ST,-73.939755,40.657552,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96881656527516 40.68753974733935),3,121,302,35,57,25,8,BR02129,VANDERBILT AV,LAFAYETTE AV,-73.968818,40.687548,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96862556469004 40.68656674719306),3,122,302,35,57,25,8,BR02130,VANDERBILT AV,GREENE AV,-73.968627,40.686575,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.90005658703913 40.67714374723912),3,123,305,37,54,18,7,BR02132,JAMAICA AV,BROADWAY,-73.900058,40.677152,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9237925783902 40.69976474322867),3,124,304,37,53,18,7,BR02136,DEKALB AV,WILSON AV,-73.923794,40.699773,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9196755794364 40.703954742206086),3,125,304,37,53,18,7,BR02137,DEKALB AV,WYCKOFF AV,-73.919677,40.703963,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.96092157321958 40.5982477643526),3,126,315,48,45,17,11,BR02140,AV U,CONEY ISLAND AV,-73.960923,40.598256,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.96054857287517 40.591878765987744),3,127,315,48,45,17,11,BR02141,Coney Island Av,AV X,-73.96055,40.591887,X,AREA OF MINIMAL FLOOD HAZARD,3
Brooklyn,POINT (-73.94314257798386 40.607627762324114),3,128,315,48,41,19,9,BR02142,NOSTRAND AV,AV R,-73.943144,40.607636,X,AREA OF MINIMAL FLOOD HAZARD,4
Brooklyn,POINT (-73.89834358824267 40.66897474827187),3,129,305,42,60,19,8,BR02143,SUTTER AV,ALABAMA AV,-73.898345,40.668983,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.91116558387088 40.66968774906289),3,130,316,41,55,20,9,BR02144,PITKIN AV,ROCKAWAY AV,-73.911167,40.669696,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.90893658610513 40.66224775028942),3,131,316,42,55,19,9,BR02146,ROCKAWAY AV,LIVONIA AV,-73.908938,40.662256,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.92578757770393 40.69772574385967),3,132,304,34,53,18,7,BR02147,DEKALB AV,MYRTLE AV,-73.925789,40.697734,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.90933958484517 40.66382474989875),3,133,316,41,55,20,9,BR02148,ROCKAWAY AV,DUMONT AV,-73.909341,40.663833,X,AREA OF MINIMAL FLOOD HAZARD,6
Brooklyn,POINT (-73.92278758060118 40.66678675014687),3,134,316,41,55,20,9,BR02149,RALPH AV,EAST NEW YORK AV,-73.922789,40.666795,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.9162825833152 40.66983474869086),3,135,316,41,55,20,9,BR02150,East New York Av,STRAUSS ST,-73.916284,40.669843,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.92291458056707 40.666914750028745),3,136,316,41,55,20,9,BR02151,East New York Av,RALPH AV,-73.922916,40.666923,X,AREA OF MINIMAL FLOOD HAZARD,
Brooklyn,POINT (-73.91108258449486 40.67600074765481),3,137,316,41,55,25,8,BR02153,ROCKAWAY AV,ATLANTIC AV,-73.911084,40.676009,X,AREA OF MINIMAL FLOOD HAZARD,
